student_id,vehicle_type,entry_time,exit_time,day_of_week,duration_minutes,usual_zone,is_exam_week,parking_behavior
SV0715,Motorbike,2023-09-27 08:41:00,2023-09-28 07:53:44,Wednesday,1392,Zone_A,0,Overnight
SV0898,Motorbike,2023-09-19 07:09:00,2023-09-19 10:00:29,Tuesday,171,Zone_D,0,Early_Return
SV1654,Motorbike,2023-10-21 07:10:00,2023-10-22 04:51:28,Saturday,1301,Zone_A,0,Overnight
SV0794,Motorbike,2023-10-12 07:30:00,2023-10-12 13:39:11,Thursday,369,Zone_D,0,Full_Day
SV0825,Motorbike,2023-11-01 11:51:00,2023-11-01 16:40:24,Wednesday,289,Zone_B,0,Full_Day
SV1687,Motorbike,2023-09-11 12:21:00,2023-09-11 20:08:06,Monday,467,Zone_D,0,Full_Day
SV1560,Motorbike,2023-12-20 07:35:00,2023-12-20 09:01:44,Wednesday,86,Zone_A,1,Early_Return
SV0963,Motorbike,2023-10-28 13:42:00,2023-10-29 04:15:47,Saturday,873,Zone_C,0,Overnight
SV1508,Motorbike,2023-10-16 11:49:00,2023-10-16 19:47:16,Monday,478,Zone_A,0,Full_Day
SV1004,Motorbike,2023-10-25 07:12:00,2023-10-25 14:09:40,Wednesday,417,Zone_B,0,Full_Day
SV0489,Motorbike,2023-12-24 06:31:00,2023-12-24 08:47:26,Sunday,136,Zone_A,1,Early_Return
SV1785,Motorbike,2023-10-20 12:33:00,2023-10-20 18:02:32,Friday,329,Zone_C,0,Full_Day
SV0667,Motorbike,2023-11-16 12:55:00,2023-11-16 20:57:45,Thursday,482,Zone_B,0,Full_Day
SV1197,Motorbike,2023-09-23 06:55:00,2023-09-24 11:58:06,Saturday,1743,Zone_C,0,Long_Term
SV1653,Motorbike,2023-12-27 06:57:00,2023-12-28 00:30:45,Wednesday,1053,Zone_C,1,Overnight
SV1026,Motorbike,2023-09-22 06:56:00,2023-09-22 12:42:44,Friday,346,Zone_B,0,Full_Day
SV1849,Motorbike,2023-11-18 06:40:00,2023-11-18 14:01:25,Saturday,441,Zone_B,0,Full_Day
SV1269,Motorbike,2023-09-18 06:55:00,2023-09-18 12:07:57,Monday,312,Zone_B,0,Full_Day
SV0617,Motorbike,2023-11-22 06:34:00,2023-11-22 14:04:53,Wednesday,450,Zone_A,0,Full_Day
SV0046,Motorbike,2023-10-07 13:26:00,2023-10-08 03:05:47,Saturday,819,Zone_A,0,Overnight
SV0381,Car,2023-12-13 07:48:00,2023-12-14 03:32:33,Wednesday,1184,Zone_A,1,Overnight
SV0013,Motorbike,2023-12-16 06:59:00,2023-12-16 23:06:19,Saturday,967,Zone_B,1,Overnight
SV0268,Motorbike,2023-10-31 12:59:00,2023-10-31 19:08:22,Tuesday,369,Zone_B,0,Full_Day
SV0033,Motorbike,2023-12-05 06:51:00,2023-12-06 09:19:17,Tuesday,1588,Zone_A,0,Long_Term
SV1760,Motorbike,2023-11-10 07:14:00,2023-11-10 12:44:07,Friday,330,Zone_A,0,Full_Day
SV0625,Motorbike,2023-11-23 06:23:00,2023-11-23 09:33:03,Thursday,190,Zone_A,0,Early_Return
SV1166,Motorbike,2023-09-15 07:28:00,2023-09-15 13:50:23,Friday,382,Zone_A,0,Full_Day
SV1546,Motorbike,2023-12-20 06:28:00,2023-12-20 07:46:09,Wednesday,78,Zone_C,1,Early_Return
SV0436,Motorbike,2023-12-12 07:02:00,2023-12-12 08:13:54,Tuesday,71,Zone_C,1,Early_Return
SV0979,Motorbike,2023-12-07 07:29:00,2023-12-07 09:34:52,Thursday,125,Zone_B,0,Early_Return
SV1557,Motorbike,2023-09-30 06:53:00,2023-09-30 10:05:44,Saturday,192,Zone_A,0,Early_Return
SV1839,Motorbike,2023-11-10 07:24:00,2023-11-10 14:06:44,Friday,402,Zone_A,0,Full_Day
SV0403,Motorbike,2023-11-04 06:37:00,2023-11-04 09:40:03,Saturday,183,Zone_A,0,Early_Return
SV1458,Motorbike,2023-12-01 08:26:00,2023-12-02 23:55:44,Friday,2369,Zone_A,0,Long_Term
SV0319,Motorbike,2023-12-30 07:58:00,2023-12-30 16:05:14,Saturday,487,Zone_C,1,Full_Day
SV1203,Motorbike,2023-11-02 06:17:00,2023-11-02 15:12:22,Thursday,535,Zone_A,0,Full_Day
SV0491,Motorbike,2023-09-12 06:44:00,2023-09-12 15:19:58,Tuesday,515,Zone_C,0,Full_Day
SV0214,Motorbike,2023-12-14 12:58:00,2023-12-15 10:22:21,Thursday,1284,Zone_B,1,Overnight
SV1273,Motorbike,2023-09-05 07:02:00,2023-09-05 12:30:24,Tuesday,328,Zone_B,0,Full_Day
SV0158,Motorbike,2023-09-18 13:02:00,2023-09-18 16:27:41,Monday,205,Zone_A,0,Early_Return
SV0899,Motorbike,2023-12-07 12:28:00,2023-12-07 14:59:24,Thursday,151,Zone_A,0,Early_Return
SV0134,Motorbike,2023-10-09 07:14:00,2023-10-09 10:38:39,Monday,204,Zone_C,0,Early_Return
SV0174,Motorbike,2023-10-11 06:04:00,2023-10-11 08:24:00,Wednesday,140,Zone_C,0,Early_Return
SV0258,Motorbike,2023-10-23 07:26:00,2023-10-23 11:30:41,Monday,244,Zone_A,0,Full_Day
SV0199,Motorbike,2023-10-23 13:27:00,2023-10-23 21:33:04,Monday,486,Zone_A,0,Full_Day
SV0189,Motorbike,2023-12-19 13:33:00,2023-12-19 20:28:41,Tuesday,415,Zone_B,1,Full_Day
SV0643,Motorbike,2023-10-24 07:04:00,2023-10-24 11:27:07,Tuesday,263,Zone_A,0,Full_Day
SV1114,Motorbike,2023-11-15 13:03:00,2023-11-15 19:22:13,Wednesday,379,Zone_B,0,Full_Day
SV1297,Motorbike,2023-10-15 12:15:00,2023-10-15 20:06:36,Sunday,471,Zone_B,0,Full_Day
SV0848,Motorbike,2023-09-15 07:07:00,2023-09-15 12:41:20,Friday,334,Zone_A,0,Full_Day
SV1816,Motorbike,2023-09-04 07:01:00,2023-09-04 08:44:17,Monday,103,Zone_D,0,Early_Return
SV1687,Motorbike,2023-11-23 07:05:00,2023-11-23 12:34:36,Thursday,329,Zone_B,0,Full_Day
SV0046,Motorbike,2023-11-28 12:40:00,2023-11-28 16:44:14,Tuesday,244,Zone_D,0,Full_Day
SV1322,Motorbike,2023-12-13 06:43:00,2023-12-13 08:51:18,Wednesday,128,Zone_C,1,Early_Return
SV1705,Motorbike,2023-10-03 12:08:00,2023-10-03 16:41:46,Tuesday,273,Zone_A,0,Full_Day
SV0030,Motorbike,2023-11-20 06:58:00,2023-11-20 11:58:17,Monday,300,Zone_A,0,Full_Day
SV1912,Motorbike,2023-09-02 06:41:00,2023-09-02 12:33:26,Saturday,352,Zone_B,0,Full_Day
SV1789,Motorbike,2023-12-08 07:32:00,2023-12-08 16:29:20,Friday,537,Zone_C,0,Full_Day
SV0530,Motorbike,2023-11-18 06:40:00,2023-11-18 14:26:40,Saturday,466,Zone_B,0,Full_Day
SV0820,Motorbike,2023-12-26 12:44:00,2023-12-26 16:02:50,Tuesday,198,Zone_B,1,Early_Return
SV0952,Motorbike,2023-09-11 06:36:00,2023-09-11 07:50:46,Monday,74,Zone_A,0,Early_Return
SV0086,Motorbike,2023-10-14 12:39:00,2023-10-14 18:16:34,Saturday,337,Zone_C,0,Full_Day
SV0504,Motorbike,2023-09-05 07:10:00,2023-09-05 13:05:19,Tuesday,355,Zone_B,0,Full_Day
SV1208,Motorbike,2023-09-13 06:47:00,2023-09-13 09:53:01,Wednesday,186,Zone_A,0,Early_Return
SV0533,Motorbike,2023-11-22 07:25:00,2023-11-24 14:42:57,Wednesday,3317,Zone_D,0,Long_Term
SV0684,Motorbike,2023-11-03 07:59:00,2023-11-03 11:28:01,Friday,209,Zone_C,0,Early_Return
SV1958,Motorbike,2023-10-01 12:06:00,2023-10-01 18:50:05,Sunday,404,Zone_A,0,Full_Day
SV1048,Motorbike,2023-11-12 05:54:00,2023-11-12 12:06:51,Sunday,372,Zone_D,0,Full_Day
SV1730,Motorbike,2023-11-04 12:30:00,2023-11-04 19:29:03,Saturday,419,Zone_C,0,Full_Day
SV1375,Motorbike,2023-12-07 06:50:00,2023-12-07 07:54:04,Thursday,64,Zone_A,0,Early_Return
SV0817,Motorbike,2023-11-18 07:29:00,2023-11-18 13:48:00,Saturday,379,Zone_C,0,Full_Day
SV0720,Motorbike,2023-12-05 06:38:00,2023-12-05 13:29:20,Tuesday,411,Zone_C,0,Full_Day
SV0306,Motorbike,2023-11-03 12:16:00,2023-11-03 18:23:36,Friday,367,Zone_A,0,Full_Day
SV1536,Motorbike,2023-11-02 06:35:00,2023-11-02 19:30:43,Thursday,775,Zone_A,0,Overnight
SV1223,Motorbike,2023-09-24 12:18:00,2023-09-24 15:07:48,Sunday,169,Zone_A,0,Early_Return
SV1375,Motorbike,2023-12-07 12:22:00,2023-12-07 16:44:08,Thursday,262,Zone_B,0,Full_Day
SV1539,Motorbike,2023-11-22 12:56:00,2023-11-23 03:47:33,Wednesday,891,Zone_A,0,Overnight
SV0794,Motorbike,2023-11-13 06:58:00,2023-11-13 08:55:05,Monday,117,Zone_B,0,Early_Return
SV0479,Motorbike,2023-09-11 06:45:00,2023-09-11 08:09:17,Monday,84,Zone_D,0,Early_Return
SV1630,Motorbike,2023-11-01 13:49:00,2023-11-02 13:22:54,Wednesday,1413,Zone_D,0,Overnight
SV1024,Motorbike,2023-12-22 12:36:00,2023-12-22 17:10:54,Friday,274,Zone_B,1,Full_Day
SV1660,Motorbike,2023-12-15 12:50:00,2023-12-15 18:01:30,Friday,311,Zone_A,1,Full_Day
SV1301,Motorbike,2023-09-19 06:31:00,2023-09-19 09:49:35,Tuesday,198,Zone_B,0,Early_Return
SV0007,Motorbike,2023-09-25 06:24:00,2023-09-25 12:47:02,Monday,383,Zone_D,0,Full_Day
SV1022,Motorbike,2023-11-02 07:22:00,2023-11-02 13:16:05,Thursday,354,Zone_A,0,Full_Day
SV1271,Motorbike,2023-09-05 07:06:00,2023-09-05 12:19:57,Tuesday,313,Zone_C,0,Full_Day
SV0404,Motorbike,2023-12-06 07:57:00,2023-12-06 12:51:37,Wednesday,294,Zone_A,0,Full_Day
SV0051,Motorbike,2023-11-16 07:31:00,2023-11-16 14:58:34,Thursday,447,Zone_B,0,Full_Day
SV0742,Motorbike,2023-11-05 07:16:00,2023-11-05 14:35:19,Sunday,439,Zone_C,0,Full_Day
SV0681,Motorbike,2023-12-06 08:04:00,2023-12-08 04:54:17,Wednesday,2690,Zone_C,0,Long_Term
SV1299,Motorbike,2023-11-09 12:46:00,2023-11-09 20:16:47,Thursday,450,Zone_A,0,Full_Day
SV0035,Motorbike,2023-12-23 12:36:00,2023-12-23 14:22:54,Saturday,106,Zone_B,1,Early_Return
SV1349,Motorbike,2023-12-21 07:09:00,2023-12-21 12:10:47,Thursday,301,Zone_A,1,Full_Day
SV1518,Motorbike,2023-11-19 07:06:00,2023-11-19 13:22:27,Sunday,376,Zone_A,0,Full_Day
SV0629,Motorbike,2023-12-20 12:22:00,2023-12-22 05:39:15,Wednesday,2477,Zone_A,1,Long_Term
SV1099,Motorbike,2023-09-30 06:47:00,2023-09-30 10:51:53,Saturday,244,Zone_A,0,Full_Day
SV0574,Motorbike,2023-09-01 06:48:00,2023-09-01 14:43:15,Friday,475,Zone_A,0,Full_Day
SV1685,Motorbike,2023-09-30 05:33:00,2023-09-30 11:02:50,Saturday,329,Zone_C,0,Full_Day
SV1023,Motorbike,2023-10-17 07:32:00,2023-10-17 15:44:45,Tuesday,492,Zone_B,0,Full_Day
SV0632,Motorbike,2023-10-14 07:03:00,2023-10-14 10:30:12,Saturday,207,Zone_A,0,Early_Return
SV1045,Motorbike,2023-10-14 06:43:00,2023-10-14 12:01:56,Saturday,318,Zone_B,0,Full_Day
SV0887,Motorbike,2023-10-04 12:21:00,2023-10-04 13:58:15,Wednesday,97,Zone_D,0,Early_Return
SV0219,Motorbike,2023-09-18 12:10:00,2023-09-18 14:41:36,Monday,151,Zone_D,0,Early_Return
SV0710,Motorbike,2023-11-21 07:00:00,2023-11-21 14:05:58,Tuesday,425,Zone_A,0,Full_Day
SV1143,Motorbike,2023-09-12 13:01:00,2023-09-12 15:13:45,Tuesday,132,Zone_A,0,Early_Return
SV1413,Motorbike,2023-11-17 06:45:00,2023-11-18 06:00:53,Friday,1395,Zone_A,0,Overnight
SV1984,Motorbike,2023-10-11 06:56:00,2023-10-11 14:17:04,Wednesday,441,Zone_B,0,Full_Day
SV1716,Motorbike,2023-11-26 05:43:00,2023-11-26 20:10:41,Sunday,867,Zone_C,0,Overnight
SV1755,Motorbike,2023-09-18 06:49:00,2023-09-18 14:11:18,Monday,442,Zone_B,0,Full_Day
SV0898,Motorbike,2023-09-05 13:50:00,2023-09-05 20:32:27,Tuesday,402,Zone_C,0,Full_Day
SV1142,Motorbike,2023-11-16 06:54:00,2023-11-16 09:47:48,Thursday,173,Zone_D,0,Early_Return
SV0828,Motorbike,2023-11-18 06:59:00,2023-11-19 04:29:19,Saturday,1290,Zone_B,0,Overnight
SV1930,Motorbike,2023-11-17 06:40:00,2023-11-17 08:58:58,Friday,138,Zone_B,0,Early_Return
SV1937,Motorbike,2023-10-16 07:02:00,2023-10-16 08:17:43,Monday,75,Zone_B,0,Early_Return
SV1556,Motorbike,2023-12-21 06:02:00,2023-12-21 08:15:49,Thursday,133,Zone_C,1,Early_Return
SV0558,Motorbike,2023-09-22 12:38:00,2023-09-24 11:39:31,Friday,2821,Zone_C,0,Long_Term
SV1633,Motorbike,2023-11-10 06:28:00,2023-11-10 13:52:07,Friday,444,Zone_B,0,Full_Day
SV1193,Motorbike,2023-09-08 07:01:00,2023-09-08 09:24:21,Friday,143,Zone_A,0,Early_Return
SV1104,Motorbike,2023-10-28 12:11:00,2023-10-28 17:06:40,Saturday,295,Zone_A,0,Full_Day
SV0657,Motorbike,2023-12-10 07:07:00,2023-12-10 08:45:54,Sunday,98,Zone_A,0,Early_Return
SV1533,Motorbike,2023-09-22 13:18:00,2023-09-22 15:09:12,Friday,111,Zone_C,0,Early_Return
SV0457,Motorbike,2023-12-03 06:43:00,2023-12-03 13:04:08,Sunday,381,Zone_B,0,Full_Day
SV0780,Motorbike,2023-12-27 07:11:00,2023-12-27 11:36:15,Wednesday,265,Zone_B,1,Full_Day
SV0947,Motorbike,2023-11-22 12:20:00,2023-11-22 15:18:10,Wednesday,178,Zone_C,0,Early_Return
SV1265,Motorbike,2023-12-15 11:56:00,2023-12-15 13:44:51,Friday,108,Zone_B,1,Early_Return
SV1676,Motorbike,2023-12-06 05:48:00,2023-12-06 13:42:34,Wednesday,474,Zone_B,0,Full_Day
SV1671,Motorbike,2023-09-05 12:43:00,2023-09-06 08:39:38,Tuesday,1196,Zone_D,0,Overnight
SV0672,Motorbike,2023-12-10 06:59:00,2023-12-10 13:15:42,Sunday,376,Zone_C,0,Full_Day
SV1895,Motorbike,2023-09-25 08:02:00,2023-09-25 11:14:46,Monday,192,Zone_B,0,Early_Return
SV1087,Motorbike,2023-09-15 13:37:00,2023-09-15 18:12:10,Friday,275,Zone_D,0,Full_Day
SV0606,Motorbike,2023-10-04 07:44:00,2023-10-04 14:57:58,Wednesday,433,Zone_B,0,Full_Day
SV1157,Motorbike,2023-12-11 07:22:00,2023-12-11 12:23:02,Monday,301,Zone_A,1,Full_Day
SV1688,Motorbike,2023-10-24 12:53:00,2023-10-25 06:00:43,Tuesday,1027,Zone_C,0,Overnight
SV0984,Motorbike,2023-11-28 05:30:00,2023-11-28 10:00:40,Tuesday,270,Zone_A,0,Full_Day
SV0985,Motorbike,2023-11-14 12:29:00,2023-11-14 15:35:54,Tuesday,186,Zone_A,0,Early_Return
SV0035,Motorbike,2023-09-13 12:45:00,2023-09-13 15:56:26,Wednesday,191,Zone_B,0,Early_Return
SV0564,Motorbike,2023-12-20 07:29:00,2023-12-20 15:07:32,Wednesday,458,Zone_B,1,Full_Day
SV0714,Motorbike,2023-11-08 06:23:00,2023-11-08 10:44:48,Wednesday,261,Zone_B,0,Full_Day
SV0413,Motorbike,2023-09-03 06:14:00,2023-09-03 12:33:35,Sunday,379,Zone_C,0,Full_Day
SV1920,Motorbike,2023-12-23 06:07:00,2023-12-23 10:57:44,Saturday,290,Zone_A,1,Full_Day
SV1175,Motorbike,2023-09-24 06:39:00,2023-09-24 09:41:35,Sunday,182,Zone_D,0,Early_Return
SV1905,Motorbike,2023-11-03 06:06:00,2023-11-03 11:19:09,Friday,313,Zone_B,0,Full_Day
SV1582,Motorbike,2023-11-16 07:18:00,2023-11-16 10:21:46,Thursday,183,Zone_D,0,Early_Return
SV0779,Motorbike,2023-11-02 07:59:00,2023-11-02 09:00:34,Thursday,61,Zone_A,0,Early_Return
SV0849,Motorbike,2023-12-03 06:48:00,2023-12-03 13:29:35,Sunday,401,Zone_C,0,Full_Day
SV0462,Motorbike,2023-12-08 06:55:00,2023-12-08 12:16:18,Friday,321,Zone_C,0,Full_Day
SV0961,Motorbike,2023-09-17 12:57:00,2023-09-19 05:25:13,Sunday,2428,Zone_A,0,Long_Term
SV1592,Motorbike,2023-12-04 13:03:00,2023-12-05 02:23:19,Monday,800,Zone_A,0,Overnight
SV1469,Motorbike,2023-09-24 07:48:00,2023-09-24 16:06:36,Sunday,498,Zone_A,0,Full_Day
SV0647,Motorbike,2023-11-30 13:19:00,2023-11-30 16:32:43,Thursday,193,Zone_C,0,Early_Return
SV0915,Motorbike,2023-11-26 07:27:00,2023-11-26 09:23:11,Sunday,116,Zone_A,0,Early_Return
SV1987,Motorbike,2023-10-26 07:49:00,2023-10-26 21:45:03,Thursday,836,Zone_C,0,Overnight
SV0079,Motorbike,2023-11-22 06:36:00,2023-11-22 10:36:13,Wednesday,240,Zone_A,0,Full_Day
SV0625,Motorbike,2023-09-10 08:11:00,2023-09-13 01:13:44,Sunday,3902,Zone_C,0,Long_Term
SV1316,Motorbike,2023-12-01 07:33:00,2023-12-01 10:11:49,Friday,158,Zone_A,0,Early_Return
SV0995,Motorbike,2023-10-22 06:16:00,2023-10-22 08:38:05,Sunday,142,Zone_C,0,Early_Return
SV1624,Motorbike,2023-09-10 08:10:00,2023-09-10 12:16:40,Sunday,246,Zone_C,0,Full_Day
SV0368,Motorbike,2023-12-23 11:54:00,2023-12-23 14:15:20,Saturday,141,Zone_A,1,Early_Return
SV0817,Motorbike,2023-10-16 12:27:00,2023-10-16 16:42:32,Monday,255,Zone_B,0,Full_Day
SV0523,Motorbike,2023-12-18 06:59:00,2023-12-18 08:55:30,Monday,116,Zone_B,1,Early_Return
SV0546,Motorbike,2023-12-05 13:02:00,2023-12-05 15:30:17,Tuesday,148,Zone_B,0,Early_Return
SV0191,Motorbike,2023-09-25 12:02:00,2023-09-26 01:05:30,Monday,783,Zone_C,0,Overnight
SV1481,Motorbike,2023-12-17 07:00:00,2023-12-17 14:33:15,Sunday,453,Zone_A,1,Full_Day
SV1888,Motorbike,2023-11-25 06:45:00,2023-11-25 14:16:02,Saturday,451,Zone_D,0,Full_Day
SV0208,Motorbike,2023-11-05 12:46:00,2023-11-05 18:14:08,Sunday,328,Zone_B,0,Full_Day
SV1932,Motorbike,2023-10-04 07:13:00,2023-10-04 10:27:46,Wednesday,194,Zone_B,0,Early_Return
SV1848,Motorbike,2023-09-23 06:23:00,2023-09-23 10:44:59,Saturday,261,Zone_B,0,Full_Day
SV1674,Motorbike,2023-09-27 06:30:00,2023-09-28 05:40:42,Wednesday,1390,Zone_C,0,Overnight
SV1930,Motorbike,2023-09-28 12:54:00,2023-09-28 15:52:31,Thursday,178,Zone_C,0,Early_Return
SV1266,Motorbike,2023-11-27 07:12:00,2023-11-27 14:25:55,Monday,433,Zone_B,0,Full_Day
SV0491,Motorbike,2023-11-18 05:30:00,2023-11-19 10:51:57,Saturday,1761,Zone_B,0,Long_Term
SV1961,Motorbike,2023-10-18 07:08:00,2023-10-18 08:16:36,Wednesday,68,Zone_B,0,Early_Return
SV0028,Motorbike,2023-10-08 07:25:00,2023-10-08 10:27:28,Sunday,182,Zone_A,0,Early_Return
SV0163,Motorbike,2023-10-01 12:41:00,2023-10-01 20:19:17,Sunday,458,Zone_C,0,Full_Day
SV0722,Motorbike,2023-09-30 13:04:00,2023-09-30 21:11:16,Saturday,487,Zone_C,0,Full_Day
SV0656,Motorbike,2023-12-13 06:52:00,2023-12-13 08:02:03,Wednesday,70,Zone_B,1,Early_Return
SV0695,Motorbike,2023-10-20 07:37:00,2023-10-20 23:14:43,Friday,937,Zone_A,0,Overnight
SV0600,Motorbike,2023-12-05 12:43:00,2023-12-05 14:52:45,Tuesday,129,Zone_A,0,Early_Return
SV0557,Motorbike,2023-10-29 07:49:00,2023-10-29 16:29:54,Sunday,520,Zone_A,0,Full_Day
SV1065,Motorbike,2023-09-15 12:32:00,2023-09-15 21:30:41,Friday,538,Zone_A,0,Full_Day
SV1000,Motorbike,2023-09-12 07:10:00,2023-09-12 14:41:55,Tuesday,451,Zone_A,0,Full_Day
SV1714,Motorbike,2023-12-01 07:08:00,2023-12-01 12:48:15,Friday,340,Zone_A,0,Full_Day
SV0932,Motorbike,2023-10-12 07:16:00,2023-10-12 16:01:47,Thursday,525,Zone_A,0,Full_Day
SV0824,Motorbike,2023-10-11 12:49:00,2023-10-11 14:00:38,Wednesday,71,Zone_A,0,Early_Return
SV0404,Motorbike,2023-10-09 12:02:00,2023-10-09 18:41:16,Monday,399,Zone_C,0,Full_Day
SV0268,Motorbike,2023-10-02 06:47:00,2023-10-04 17:56:00,Monday,3549,Zone_A,0,Long_Term
SV1310,Motorbike,2023-10-06 07:13:00,2023-10-06 08:58:57,Friday,105,Zone_B,0,Early_Return
SV1044,Motorbike,2023-12-22 13:21:00,2023-12-22 15:29:27,Friday,128,Zone_B,1,Early_Return
SV0959,Motorbike,2023-11-26 06:39:00,2023-11-26 08:11:22,Sunday,92,Zone_C,0,Early_Return
SV0675,Motorbike,2023-11-01 07:35:00,2023-11-01 12:03:49,Wednesday,268,Zone_A,0,Full_Day
SV0197,Motorbike,2023-12-02 06:39:00,2023-12-02 13:49:58,Saturday,430,Zone_A,0,Full_Day
SV0939,Motorbike,2023-12-05 12:26:00,2023-12-05 19:50:24,Tuesday,444,Zone_A,0,Full_Day
SV1621,Motorbike,2023-12-05 06:36:00,2023-12-05 23:18:07,Tuesday,1002,Zone_D,0,Overnight
SV0693,Motorbike,2023-11-09 06:17:00,2023-11-09 09:09:48,Thursday,172,Zone_D,0,Early_Return
SV1884,Motorbike,2023-11-16 12:31:00,2023-11-16 18:00:11,Thursday,329,Zone_C,0,Full_Day
SV1207,Motorbike,2023-12-28 12:47:00,2023-12-28 14:04:58,Thursday,77,Zone_C,1,Early_Return
SV1667,Motorbike,2023-10-09 06:56:00,2023-10-09 22:00:19,Monday,904,Zone_A,0,Overnight
SV0141,Motorbike,2023-10-20 12:58:00,2023-10-20 15:24:49,Friday,146,Zone_D,0,Early_Return
SV1783,Motorbike,2023-11-21 06:48:00,2023-11-21 13:59:39,Tuesday,431,Zone_A,0,Full_Day
SV1837,Motorbike,2023-12-04 07:25:00,2023-12-04 10:06:24,Monday,161,Zone_A,0,Early_Return
SV1286,Motorbike,2023-12-06 13:13:00,2023-12-06 16:03:53,Wednesday,170,Zone_C,0,Early_Return
SV0230,Motorbike,2023-10-08 12:48:00,2023-10-09 16:01:14,Sunday,1633,Zone_C,0,Long_Term
SV0197,Motorbike,2023-11-05 08:03:00,2023-11-06 06:49:36,Sunday,1366,Zone_A,0,Overnight
SV0182,Motorbike,2023-12-08 07:30:00,2023-12-08 12:05:34,Friday,275,Zone_A,0,Full_Day
SV1731,Motorbike,2023-09-03 07:09:00,2023-09-03 10:04:57,Sunday,175,Zone_B,0,Early_Return
SV1806,Motorbike,2023-09-13 07:14:00,2023-09-13 09:22:39,Wednesday,128,Zone_B,0,Early_Return
SV0867,Motorbike,2023-09-12 07:12:00,2023-09-12 13:55:51,Tuesday,403,Zone_A,0,Full_Day
SV0047,Motorbike,2023-09-02 07:19:00,2023-09-02 12:46:34,Saturday,327,Zone_C,0,Full_Day
SV0190,Motorbike,2023-12-10 12:31:00,2023-12-10 16:59:22,Sunday,268,Zone_A,0,Full_Day
SV0114,Motorbike,2023-11-29 07:07:00,2023-11-29 12:08:04,Wednesday,301,Zone_B,0,Full_Day
SV0697,Motorbike,2023-11-27 13:09:00,2023-11-27 17:09:02,Monday,240,Zone_B,0,Full_Day
SV0206,Motorbike,2023-12-22 12:26:00,2023-12-23 04:39:51,Friday,973,Zone_A,1,Overnight
SV1074,Motorbike,2023-09-10 07:31:00,2023-09-10 09:39:34,Sunday,128,Zone_C,0,Early_Return
SV1815,Motorbike,2023-12-09 13:10:00,2023-12-09 20:27:23,Saturday,437,Zone_A,0,Full_Day
SV0815,Motorbike,2023-09-24 13:10:00,2023-09-24 19:39:59,Sunday,389,Zone_A,0,Full_Day
SV0353,Motorbike,2023-09-16 07:10:00,2023-09-16 13:18:18,Saturday,368,Zone_B,0,Full_Day
SV0026,Motorbike,2023-12-11 12:32:00,2023-12-11 15:39:15,Monday,187,Zone_A,1,Early_Return
SV0381,Motorbike,2023-11-30 07:02:00,2023-11-30 10:02:46,Thursday,180,Zone_B,0,Early_Return
SV1398,Motorbike,2023-10-16 06:07:00,2023-10-17 06:01:47,Monday,1434,Zone_B,0,Overnight
SV0721,Motorbike,2023-09-23 06:31:00,2023-09-23 08:29:22,Saturday,118,Zone_D,0,Early_Return
SV1994,Motorbike,2023-12-12 11:35:00,2023-12-12 16:33:37,Tuesday,298,Zone_B,1,Full_Day
SV0389,Motorbike,2023-12-02 07:41:00,2023-12-02 09:13:50,Saturday,92,Zone_C,0,Early_Return
SV0605,Motorbike,2023-10-03 06:18:00,2023-10-03 12:20:36,Tuesday,362,Zone_A,0,Full_Day
SV1927,Motorbike,2023-11-04 13:45:00,2023-11-05 13:33:00,Saturday,1428,Zone_C,0,Overnight
SV1524,Motorbike,2023-11-26 06:40:00,2023-11-26 09:21:46,Sunday,161,Zone_C,0,Early_Return
SV0168,Motorbike,2023-09-29 07:16:00,2023-09-29 15:35:09,Friday,499,Zone_A,0,Full_Day
SV0828,Motorbike,2023-11-09 06:38:00,2023-11-09 10:49:34,Thursday,251,Zone_D,0,Full_Day
SV0012,Motorbike,2023-12-16 07:28:00,2023-12-16 10:46:46,Saturday,198,Zone_B,1,Early_Return
SV0275,Motorbike,2023-09-29 12:49:00,2023-09-29 21:25:51,Friday,516,Zone_C,0,Full_Day
SV0926,Motorbike,2023-12-26 07:33:00,2023-12-27 01:39:14,Tuesday,1086,Zone_A,1,Overnight
SV1698,Motorbike,2023-09-29 07:16:00,2023-09-29 13:44:49,Friday,388,Zone_A,0,Full_Day
SV0692,Motorbike,2023-11-29 06:32:00,2023-11-29 09:56:50,Wednesday,204,Zone_A,0,Early_Return
SV0318,Motorbike,2023-10-24 12:28:00,2023-10-24 15:10:37,Tuesday,162,Zone_B,0,Early_Return
SV1189,Motorbike,2023-10-03 12:46:00,2023-10-03 20:18:05,Tuesday,452,Zone_C,0,Full_Day
SV0636,Motorbike,2023-12-17 13:29:00,2023-12-17 14:34:14,Sunday,65,Zone_A,1,Early_Return
SV0720,Motorbike,2023-09-15 08:07:00,2023-09-15 12:56:59,Friday,289,Zone_B,0,Full_Day
SV1689,Motorbike,2023-11-25 06:30:00,2023-11-26 04:02:29,Saturday,1292,Zone_C,0,Overnight
SV1388,Motorbike,2023-09-21 07:13:00,2023-09-21 13:13:36,Thursday,360,Zone_A,0,Full_Day
SV1977,Motorbike,2023-09-13 07:39:00,2023-09-13 10:08:36,Wednesday,149,Zone_B,0,Early_Return
SV1520,Motorbike,2023-10-17 07:30:00,2023-10-17 09:23:29,Tuesday,113,Zone_D,0,Early_Return
