duration_minutes,is_exam_week,entry_hour,entry_minute,day_of_week_num,is_weekend,is_morning,rolling_avg_duration,historical_overnight_count,vehicle_type_Motorbike,usual_zone_Zone_B,usual_zone_Zone_C,usual_zone_Zone_D
151,0,6,33,2,0,1,263.0,0.0,1,0,0,0
361,0,6,41,4,0,1,207.0,0.0,1,0,0,1
520,0,6,48,4,0,1,258.3333333333333,0.0,1,0,0,0
873,0,13,42,5,1,0,323.75,0.0,1,0,1,0
241,0,12,41,6,1,0,433.6,1.0,1,0,0,0
156,0,12,52,1,0,0,429.2,1.0,1,0,0,0
406,0,6,56,3,0,1,430.2,1.0,1,0,1,0
477,0,7,13,2,0,1,439.2,1.0,1,0,0,0
2963,1,6,53,0,0,1,430.6,1.0,1,1,0,0
245,1,6,16,5,1,1,848.6,1.0,1,0,0,0
88,0,7,9,6,1,1,485.4906,1.0,1,0,0,0
199,0,12,45,4,0,0,88.0,0.0,1,0,0,1
2629,0,12,40,5,1,0,143.5,0.0,1,0,0,0
338,1,7,49,2,0,1,972.0,0.0,1,0,0,0
68,1,7,20,1,0,1,813.5,0.0,1,1,0,0
75,0,6,10,0,0,1,485.4906,0.0,1,0,0,0
274,0,12,51,3,0,0,75.0,0.0,1,0,1,0
326,0,12,15,4,0,0,174.5,0.0,1,1,0,0
123,0,13,26,1,0,0,225.0,0.0,1,0,0,0
98,0,13,6,2,0,0,199.5,0.0,1,1,0,0
2537,0,7,25,3,0,1,179.2,0.0,0,0,0,0
253,0,7,2,4,0,1,671.6,0.0,1,0,0,0
304,0,7,9,4,0,1,667.4,0.0,1,0,1,0
206,1,12,29,6,1,0,663.0,0.0,1,0,1,0
428,1,6,22,5,1,1,679.6,0.0,1,1,0,0
417,0,6,48,4,0,1,485.4906,0.0,1,0,0,1
100,0,7,30,5,1,1,417.0,0.0,1,0,0,0
174,0,7,2,1,0,1,258.5,0.0,1,1,0,0
4310,0,12,33,6,1,0,230.33333333333334,0.0,1,0,0,0
377,1,7,18,2,0,1,1250.25,0.0,1,1,0,0
435,1,12,52,4,0,0,1075.6,0.0,1,0,1,0
319,0,7,24,5,1,1,485.4906,0.0,1,0,1,0
1274,0,12,28,3,0,0,319.0,0.0,1,0,0,0
132,0,7,17,0,0,1,796.5,1.0,1,1,0,0
1362,0,7,34,6,1,1,575.0,1.0,1,0,1,0
374,0,6,36,1,0,1,771.75,2.0,1,0,0,0
254,1,13,4,4,0,0,692.2,2.0,1,1,0,0
297,0,13,26,5,1,0,485.4906,2.0,1,0,0,0
176,0,7,33,3,0,1,297.0,0.0,1,0,1,0
299,0,13,6,2,0,0,236.5,0.0,1,1,0,0
87,0,7,26,4,0,1,257.3333333333333,0.0,1,0,0,0
132,0,12,53,3,0,0,214.75,0.0,1,0,1,0
309,0,7,10,5,1,1,198.2,0.0,1,0,0,0
243,0,6,6,5,1,1,200.6,0.0,1,1,0,0
502,0,8,0,2,0,1,214.0,0.0,1,1,0,0
119,0,7,27,3,0,1,254.6,0.0,1,0,0,0
525,0,14,19,0,0,0,261.0,0.0,1,0,0,1
513,0,7,25,2,0,1,485.4906,0.0,1,1,0,0
106,0,11,50,0,0,1,513.0,0.0,1,0,0,0
1310,0,6,51,5,1,1,309.5,0.0,1,1,0,0
79,0,7,36,2,0,1,643.0,1.0,1,0,0,0
518,0,7,8,3,0,1,502.0,1.0,1,1,0,0
92,1,7,24,1,0,1,505.2,1.0,1,0,0,0
203,0,7,13,4,0,1,485.4906,1.0,1,0,0,0
449,0,7,19,0,0,1,203.0,0.0,1,1,0,0
109,0,7,23,1,0,1,326.0,0.0,1,1,0,0
137,0,6,45,5,1,1,253.66666666666666,0.0,1,0,0,0
428,0,7,18,0,0,1,224.5,0.0,1,0,0,0
252,0,7,20,1,0,1,265.2,0.0,1,0,0,0
310,0,13,16,2,0,0,275.0,0.0,1,0,0,0
469,0,12,17,6,1,0,485.4906,0.0,1,0,0,0
3706,0,6,27,0,0,1,469.0,0.0,1,0,0,0
60,0,7,10,1,0,1,2087.5,0.0,1,0,0,0
478,1,7,26,2,0,1,1411.6666666666667,0.0,1,1,0,0
341,0,7,16,4,0,1,485.4906,0.0,1,1,0,0
135,0,12,56,5,1,0,341.0,0.0,1,1,0,0
440,0,12,24,2,0,0,238.0,0.0,1,0,0,1
1301,0,7,48,5,1,1,305.3333333333333,0.0,1,1,0,0
749,0,7,4,5,1,1,554.25,1.0,1,0,1,0
327,0,12,12,5,1,0,593.2,2.0,1,0,0,0
208,0,12,42,4,0,0,590.4,2.0,1,0,0,0
84,1,12,13,1,0,0,605.0,2.0,0,0,1,0
208,0,6,13,4,0,1,485.4906,2.0,1,1,0,0
264,0,12,17,3,0,0,208.0,0.0,1,0,0,1
342,0,7,11,1,0,1,236.0,0.0,1,0,0,1
503,0,7,17,3,0,1,271.3333333333333,0.0,1,0,0,0
951,0,6,43,3,0,1,329.25,0.0,1,0,1,0
408,0,7,15,5,1,1,453.6,1.0,1,0,0,1
270,0,6,43,0,0,1,485.4906,1.0,1,0,1,0
831,0,12,34,4,0,0,270.0,0.0,1,1,0,0
267,0,6,28,0,0,1,550.5,1.0,1,0,0,0
168,0,12,45,0,0,0,456.0,1.0,1,1,0,0
202,0,6,44,1,0,1,384.0,1.0,1,1,0,0
156,0,6,24,2,0,1,347.6,1.0,1,1,0,0
1018,1,12,25,2,0,0,324.8,1.0,1,1,0,0
139,0,7,32,1,0,1,485.4906,2.0,1,0,0,0
146,0,7,36,5,1,1,139.0,0.0,1,1,0,0
247,0,12,30,4,0,0,142.5,0.0,1,0,1,0
192,0,12,57,1,0,0,177.33333333333334,0.0,1,0,1,0
895,0,7,21,2,0,1,181.0,0.0,1,1,0,0
271,0,7,29,2,0,1,323.8,1.0,1,1,0,0
140,0,12,32,1,0,0,350.2,1.0,1,1,0,0
187,0,7,17,5,1,1,349.0,1.0,1,1,0,0
329,1,13,1,2,0,0,337.0,1.0,1,0,0,0
278,0,13,11,1,0,0,485.4906,1.0,1,1,0,0
157,0,13,1,1,0,0,278.0,0.0,1,1,0,0
373,0,12,20,5,1,0,217.5,0.0,1,1,0,0
953,0,6,38,5,1,1,269.3333333333333,0.0,1,0,0,0
487,0,13,16,4,0,0,485.4906,1.0,1,0,0,0
4204,0,6,43,1,0,1,487.0,0.0,1,1,0,0
244,0,7,7,4,0,1,2345.5,0.0,1,0,0,1
268,0,12,48,5,1,0,1645.0,0.0,1,1,0,0
255,0,7,3,4,0,1,1300.75,0.0,1,0,1,0
386,0,6,48,5,1,1,1091.6,0.0,1,1,0,0
175,0,7,6,0,0,1,1071.4,0.0,1,0,0,0
483,0,7,18,2,0,1,265.6,0.0,1,0,0,1
284,0,7,14,0,0,1,313.4,0.0,1,0,0,0
482,0,12,43,1,0,0,316.6,0.0,1,0,1,0
435,0,7,29,1,0,1,362.0,0.0,1,1,0,0
402,1,12,51,0,0,0,371.8,0.0,1,1,0,0
184,1,8,11,1,0,1,417.2,0.0,1,0,1,0
421,1,12,37,4,0,0,357.4,0.0,1,0,1,0
172,0,6,34,0,0,1,485.4906,0.0,1,1,0,0
206,0,7,37,2,0,1,172.0,0.0,1,1,0,0
367,1,6,42,4,0,1,189.0,0.0,1,0,0,0
278,0,6,46,3,0,1,485.4906,0.0,1,0,0,0
495,0,11,44,1,0,1,278.0,0.0,1,1,0,0
126,0,12,53,3,0,0,386.5,0.0,1,0,0,0
902,0,7,12,1,0,1,299.6666666666667,0.0,0,1,0,0
448,0,6,16,1,0,1,450.25,1.0,1,0,0,0
76,0,6,33,4,0,1,449.8,1.0,1,0,0,1
125,0,7,29,3,0,1,409.4,1.0,1,1,0,0
2822,1,12,47,1,0,0,335.4,1.0,1,0,0,0
473,0,7,53,4,0,1,485.4906,1.0,1,0,1,0
515,0,6,51,0,0,1,473.0,0.0,1,0,0,0
125,0,7,23,6,1,1,494.0,0.0,1,1,0,0
81,0,6,41,5,1,1,485.4906,0.0,1,0,0,0
1120,0,11,56,0,0,1,81.0,0.0,1,0,1,0
520,0,7,9,1,0,1,600.5,1.0,1,0,1,0
263,0,7,27,5,1,1,573.6666666666666,1.0,1,0,1,0
99,0,7,45,1,0,1,496.0,1.0,1,1,0,0
334,0,7,14,6,1,1,416.6,1.0,1,1,0,0
80,0,7,53,1,0,1,467.2,1.0,1,1,0,0
118,1,6,56,1,0,1,259.2,1.0,1,1,0,0
459,0,7,4,1,0,1,485.4906,1.0,1,0,0,1
187,0,6,59,6,1,1,459.0,0.0,1,0,1,0
404,0,7,2,5,1,1,323.0,0.0,1,0,0,0
124,0,6,21,1,0,1,350.0,0.0,1,1,0,0
259,0,6,16,1,0,1,293.5,0.0,1,0,0,0
417,0,12,35,1,0,0,286.6,0.0,1,0,1,0
134,0,6,38,0,0,1,485.4906,0.0,1,0,1,0
76,1,6,36,5,1,1,134.0,0.0,1,0,0,1
276,0,12,48,4,0,0,485.4906,0.0,1,0,0,0
340,0,12,14,4,0,0,276.0,0.0,0,0,0,0
169,0,6,58,6,1,1,308.0,0.0,1,1,0,0
4098,0,12,21,3,0,0,261.6666666666667,0.0,1,0,0,0
208,0,12,53,0,0,0,1220.75,0.0,1,0,0,0
326,0,6,42,5,1,1,1018.2,0.0,0,0,0,0
429,0,11,34,6,1,1,1028.2,0.0,1,1,0,0
172,0,6,56,3,0,1,1046.0,0.0,1,0,1,0
270,0,5,30,1,0,1,1046.6,0.0,1,0,0,0
3096,0,13,10,6,1,0,281.0,0.0,1,0,0,0
295,0,13,25,3,0,0,858.6,0.0,1,0,1,0
153,1,6,5,3,0,1,852.4,0.0,1,0,0,0
123,0,7,42,6,1,1,485.4906,0.0,1,1,0,0
166,0,8,10,2,0,1,123.0,0.0,1,0,0,1
256,0,6,54,6,1,1,144.5,0.0,1,0,1,0
516,0,7,20,4,0,1,181.66666666666666,0.0,1,0,0,0
418,0,12,40,4,0,0,265.25,0.0,1,1,0,0
186,0,12,29,1,0,0,295.8,0.0,1,0,0,0
528,1,6,14,2,0,1,308.4,0.0,1,1,0,0
164,1,12,48,2,0,0,380.8,0.0,1,0,1,0
83,0,7,14,6,1,1,485.4906,0.0,1,1,0,0
4188,0,7,23,3,0,1,83.0,0.0,1,0,0,1
200,0,6,2,1,0,1,2135.5,0.0,0,1,0,0
206,0,7,8,5,1,1,1490.3333333333333,0.0,1,0,1,0
90,0,12,23,0,0,0,1169.25,0.0,1,0,0,0
150,0,12,28,0,0,0,953.4,0.0,1,0,1,0
435,0,7,27,5,1,1,966.8,0.0,0,0,0,0
383,0,6,56,2,0,1,216.2,0.0,1,0,0,0
287,0,6,33,3,0,1,485.4906,0.0,1,1,0,0
186,0,7,13,3,0,1,287.0,0.0,1,0,0,0
157,0,12,53,6,1,0,236.5,0.0,1,0,0,1
974,0,13,13,2,0,0,210.0,0.0,1,1,0,0
338,0,7,1,1,0,1,485.4906,1.0,1,0,0,0
79,0,12,53,2,0,0,338.0,0.0,1,1,0,0
1410,0,13,2,6,1,0,208.5,0.0,1,1,0,0
316,0,12,17,3,0,0,609.0,1.0,1,0,0,0
167,0,7,30,5,1,1,535.75,1.0,1,0,0,1
286,0,7,3,6,1,1,462.0,1.0,1,0,1,0
817,1,6,40,0,0,1,451.6,1.0,1,0,1,0
468,0,7,17,0,0,1,485.4906,2.0,1,0,1,0
262,0,7,21,2,0,1,468.0,0.0,1,0,0,0
62,0,12,39,4,0,0,365.0,0.0,1,0,0,0
177,0,7,36,0,0,1,264.0,0.0,1,0,1,0
399,0,6,58,6,1,1,242.25,0.0,1,1,0,0
1085,0,7,12,2,0,1,273.6,0.0,1,0,1,0
135,0,13,40,3,0,0,397.0,1.0,1,0,0,0
994,0,7,5,6,1,1,371.6,1.0,1,0,0,0
158,0,13,20,5,1,0,558.0,2.0,1,1,0,0
160,1,6,49,4,0,1,554.2,2.0,1,1,0,0
883,1,6,51,1,0,1,506.4,2.0,1,0,0,1
91,0,12,41,5,1,0,485.4906,3.0,1,0,1,0
301,0,12,36,0,0,0,91.0,0.0,1,0,0,0
139,0,12,30,1,0,0,196.0,0.0,1,0,0,0
207,0,13,24,2,0,0,177.0,0.0,1,0,1,0
401,0,6,55,5,1,1,184.5,0.0,1,1,0,0
114,0,6,59,0,0,1,227.8,0.0,1,1,0,0
1125,0,6,47,3,0,1,232.4,0.0,1,0,0,1
191,0,6,4,1,0,1,397.2,1.0,1,0,1,0
493,0,12,45,1,0,0,407.6,1.0,1,0,0,0
242,0,12,27,1,0,0,464.8,1.0,1,0,0,0
480,0,11,55,1,0,1,433.0,1.0,1,0,0,0
80,0,12,50,2,0,0,506.2,1.0,1,0,0,0
296,1,7,29,1,0,1,297.2,1.0,1,0,1,0
383,1,7,15,3,0,1,318.2,1.0,1,0,0,0
67,0,12,30,6,1,0,485.4906,1.0,1,0,1,0
180,0,12,41,2,0,0,67.0,0.0,1,0,0,0
179,0,12,35,3,0,0,123.5,0.0,1,0,1,0
3058,0,7,59,3,0,1,142.0,0.0,1,0,1,0
247,1,7,4,0,0,1,871.0,0.0,1,0,0,0
485,1,11,59,1,0,1,746.2,0.0,1,1,0,0
360,0,6,55,3,0,1,485.4906,0.0,1,0,0,0
516,0,7,28,4,0,1,360.0,0.0,1,1,0,0
445,0,12,55,1,0,0,438.0,0.0,1,1,0,0
3328,0,13,7,3,0,0,440.3333333333333,0.0,1,1,0,0
89,0,11,22,5,1,1,485.4906,0.0,1,0,0,1
123,0,12,56,0,0,0,89.0,0.0,1,1,0,0
373,0,7,2,6,1,1,106.0,0.0,1,0,0,0
457,0,5,40,4,0,1,195.0,0.0,1,1,0,0
382,0,6,50,5,1,1,260.5,0.0,1,0,0,1
208,0,7,11,4,0,1,284.8,0.0,1,1,0,0
90,0,6,13,2,0,1,308.6,0.0,1,0,1,0
180,1,6,37,0,0,1,302.0,0.0,1,1,0,0
136,1,12,21,5,1,0,263.4,0.0,1,0,0,0
183,1,12,40,0,0,0,199.2,0.0,1,1,0,0
66,1,6,37,4,0,1,159.4,0.0,1,0,1,0
113,0,8,13,4,0,1,485.4906,0.0,1,0,0,1
467,0,6,54,6,1,1,113.0,0.0,1,0,1,0
3459,0,12,33,4,0,0,290.0,0.0,1,0,1,0
291,0,12,57,2,0,0,1346.3333333333333,0.0,1,0,0,0
110,0,6,48,2,0,1,1082.5,0.0,1,0,0,0
321,0,12,45,6,1,0,888.0,0.0,1,0,1,0
453,0,7,17,5,1,1,929.6,0.0,1,1,0,0
2183,1,6,13,3,0,1,926.8,0.0,1,1,0,0
531,0,6,41,0,0,1,485.4906,0.0,1,0,0,0
441,0,12,30,5,1,0,531.0,0.0,1,0,0,0
3532,0,6,10,0,0,1,486.0,0.0,1,1,0,0
524,0,12,46,2,0,0,1501.3333333333333,0.0,1,0,1,0
142,0,6,16,6,1,1,1257.0,0.0,1,0,1,0
1185,0,6,6,2,0,1,1034.0,0.0,1,1,0,0
163,0,7,16,6,1,1,1164.8,1.0,1,0,0,0
102,0,7,8,3,0,1,1109.2,1.0,1,0,0,0
451,0,7,8,3,0,1,423.2,1.0,1,1,0,0
157,1,6,31,4,0,1,408.6,1.0,1,1,0,0
961,1,6,39,4,0,1,411.6,1.0,1,0,0,0
427,0,7,19,2,0,1,485.4906,2.0,1,1,0,0
996,0,12,46,1,0,0,427.0,0.0,1,1,0,0
2884,0,12,10,0,0,0,711.5,1.0,1,0,0,0
1386,0,6,31,4,0,1,1435.6666666666667,1.0,1,0,0,0
75,0,7,0,4,0,1,1423.25,2.0,1,1,0,0
1406,0,12,48,1,0,0,1153.6,2.0,1,0,1,0
194,0,12,55,6,1,0,1349.4,3.0,1,1,0,0
152,1,11,51,0,0,1,1189.0,3.0,1,0,0,1
403,0,12,41,4,0,0,485.4906,3.0,1,1,0,0
388,0,7,51,4,0,1,403.0,0.0,1,0,1,0
1193,0,12,59,0,0,0,395.5,0.0,1,0,1,0
192,0,7,48,1,0,1,661.3333333333334,1.0,1,0,1,0
105,0,6,32,3,0,1,544.0,1.0,1,0,0,1
153,1,7,28,3,0,1,456.2,1.0,1,0,0,0
157,0,7,20,5,1,1,485.4906,1.0,1,1,0,0
188,0,6,34,0,0,1,157.0,0.0,1,0,0,0
449,0,13,17,2,0,0,172.5,0.0,1,0,0,0
411,0,7,55,6,1,1,264.6666666666667,0.0,1,0,0,1
209,0,12,21,6,1,0,301.25,0.0,1,0,1,0
175,1,7,41,0,0,1,282.8,0.0,1,1,0,0
86,0,6,35,5,1,1,485.4906,0.0,1,1,0,0
511,0,12,26,2,0,0,86.0,0.0,1,0,1,0
343,0,6,47,5,1,1,298.5,0.0,1,0,0,0
459,0,6,52,6,1,1,313.3333333333333,0.0,1,1,0,0
172,0,6,53,5,1,1,349.75,0.0,1,0,0,0
299,0,6,36,0,0,1,314.2,0.0,1,0,1,0
1757,0,7,14,5,1,1,356.8,0.0,1,0,0,0
342,0,6,32,5,1,1,485.4906,0.0,1,0,1,0
314,0,12,32,5,1,0,342.0,0.0,1,0,1,0
434,0,7,1,0,0,1,328.0,0.0,1,0,1,0
451,0,7,10,1,0,1,363.3333333333333,0.0,1,0,0,0
499,0,11,51,6,1,1,385.25,0.0,1,0,0,0
197,0,7,9,3,0,1,408.0,0.0,1,0,0,0
123,0,7,11,0,0,1,379.0,0.0,1,0,0,0
250,0,12,31,2,0,0,340.8,0.0,1,1,0,0
1081,0,13,3,0,0,0,304.0,0.0,1,0,0,1
1000,0,6,36,2,0,1,430.0,1.0,1,1,0,0
249,0,6,4,3,0,1,530.2,2.0,1,0,1,0
530,1,7,37,0,0,1,540.6,2.0,1,0,0,0
98,1,14,8,1,0,0,622.0,2.0,1,0,1,0
343,0,7,56,5,1,1,485.4906,2.0,1,0,0,1
1421,0,7,18,6,1,1,343.0,0.0,1,0,0,0
1586,1,12,12,2,0,0,882.0,1.0,1,0,0,0
411,1,12,20,1,0,0,1116.6666666666667,1.0,1,0,1,0
309,1,12,52,2,0,0,940.25,1.0,1,0,0,0
290,0,7,33,4,0,1,485.4906,1.0,1,1,0,0
75,0,14,18,2,0,0,290.0,0.0,1,1,0,0
312,0,12,56,6,1,0,182.5,0.0,1,0,0,0
1246,0,7,19,6,1,1,225.66666666666666,0.0,1,0,0,1
139,0,6,14,2,0,1,480.75,1.0,1,0,0,1
172,0,6,44,5,1,1,412.4,1.0,1,1,0,0
105,0,5,49,0,0,1,388.8,1.0,1,0,0,0
2986,0,13,14,1,0,0,394.8,1.0,1,0,0,0
417,0,13,31,6,1,0,929.6,1.0,1,0,0,0
3314,0,6,4,2,0,1,763.8,1.0,1,0,1,0
512,0,7,16,4,0,1,1398.8,1.0,1,1,0,0
168,0,12,42,0,0,0,485.4906,1.0,1,0,1,0
481,0,7,28,0,0,1,168.0,0.0,1,0,0,1
284,0,7,5,1,0,1,324.5,0.0,1,1,0,0
123,0,12,17,4,0,0,311.0,0.0,1,0,1,0
448,0,14,4,0,0,0,264.0,0.0,1,1,0,0
314,1,6,57,1,0,1,300.8,0.0,1,0,0,1
164,0,7,7,5,1,1,485.4906,0.0,1,1,0,0
518,0,12,55,5,1,0,164.0,0.0,1,0,0,0
264,0,6,21,4,0,1,341.0,0.0,1,1,0,0
305,0,7,47,1,0,1,315.3333333333333,0.0,1,1,0,0
259,0,12,19,4,0,0,312.75,0.0,1,0,0,0
417,0,7,12,2,0,1,302.0,0.0,1,1,0,0
79,0,8,10,5,1,1,352.6,0.0,1,0,0,0
997,0,13,15,6,1,0,264.8,0.0,1,0,1,0
506,0,7,27,4,0,1,411.4,1.0,1,0,1,0
517,1,7,54,6,1,1,451.6,1.0,1,1,0,0
394,0,6,57,5,1,1,485.4906,1.0,1,1,0,0
430,0,13,13,1,0,0,394.0,0.0,1,0,0,0
385,0,13,6,4,0,0,412.0,0.0,1,0,0,0
339,0,12,11,6,1,0,403.0,0.0,1,0,0,0
105,0,8,2,6,1,1,387.0,0.0,1,0,0,0
130,0,12,28,3,0,0,330.6,0.0,1,1,0,0
468,0,7,9,5,1,1,277.8,0.0,1,0,0,1
481,0,7,52,5,1,1,285.4,0.0,1,0,1,0
2991,0,12,30,5,1,0,304.6,0.0,1,0,0,0
112,0,6,34,6,1,1,835.0,0.0,1,0,0,0
137,0,7,30,5,1,1,836.4,0.0,1,0,1,0
409,0,6,17,1,0,1,837.8,0.0,1,0,0,0
343,0,6,17,6,1,1,826.0,0.0,1,0,1,0
95,1,7,10,2,0,1,798.4,0.0,1,0,0,0
170,0,7,36,4,0,1,485.4906,0.0,1,0,0,0
91,0,12,44,2,0,0,170.0,0.0,1,0,0,0
522,0,13,10,2,0,0,130.5,0.0,1,0,0,1
362,0,12,0,0,0,0,261.0,0.0,1,0,0,1
140,1,5,47,1,0,1,286.25,0.0,1,0,0,0
453,1,6,58,4,0,1,257.0,0.0,1,0,0,0
406,1,7,13,0,0,1,313.6,0.0,1,0,0,0
359,0,12,3,5,1,0,485.4906,0.0,1,0,0,0
387,0,6,40,2,0,1,359.0,0.0,1,1,0,0
442,0,6,35,6,1,1,373.0,0.0,1,0,0,0
95,0,7,11,6,1,1,396.0,0.0,1,0,1,0
150,0,6,59,6,1,1,320.75,0.0,1,0,1,0
1739,0,12,59,4,0,0,286.6,0.0,1,0,0,0
4141,0,7,23,6,1,1,562.6,0.0,1,1,0,0
380,0,6,44,6,1,1,485.4906,0.0,1,0,0,0
178,0,6,58,0,0,1,380.0,0.0,1,0,0,0
389,0,6,37,1,0,1,279.0,0.0,1,1,0,0
173,0,6,55,2,0,1,315.6666666666667,0.0,0,0,1,0
73,0,7,4,6,1,1,280.0,0.0,1,0,1,0
191,0,13,12,2,0,0,238.6,0.0,1,0,0,0
483,0,7,21,3,0,1,200.8,0.0,1,0,0,0
200,0,13,2,5,1,0,261.8,0.0,1,0,0,0
1278,0,12,42,2,0,0,224.0,0.0,1,0,1,0
127,1,7,3,6,1,1,445.0,1.0,1,0,0,0
153,0,12,2,6,1,0,485.4906,1.0,1,0,1,0
190,0,6,30,6,1,1,153.0,0.0,1,0,0,0
1124,0,13,14,1,0,0,171.5,0.0,1,0,1,0
98,0,7,10,6,1,1,489.0,1.0,1,1,0,0
483,0,6,58,5,1,1,391.25,1.0,1,1,0,0
1355,0,7,28,6,1,1,409.6,1.0,1,0,0,0
417,0,11,39,6,1,1,650.0,2.0,1,0,1,0
498,0,12,55,0,0,0,695.4,2.0,1,0,1,0
924,1,7,4,1,0,1,570.2,2.0,1,0,0,0
180,1,7,7,6,1,1,735.4,3.0,1,1,0,0
61,1,6,29,3,0,1,674.8,3.0,1,0,1,0
478,0,8,32,3,0,1,485.4906,3.0,1,0,0,0
87,0,7,26,2,0,1,478.0,0.0,1,1,0,0
368,0,7,29,1,0,1,282.5,0.0,1,1,0,0
1433,0,13,38,0,0,0,311.0,0.0,1,1,0,0
203,0,6,16,2,0,1,591.5,1.0,1,0,0,0
146,1,12,52,0,0,0,513.8,1.0,1,1,0,0
275,0,7,28,3,0,1,485.4906,1.0,1,1,0,0
194,0,7,38,0,0,1,275.0,0.0,1,0,0,0
413,0,6,40,0,0,1,234.5,0.0,1,1,0,0
142,0,6,55,3,0,1,294.0,0.0,1,0,0,1
182,1,6,54,2,0,1,256.0,0.0,1,0,1,0
3092,0,6,55,5,1,1,485.4906,0.0,1,0,0,0
185,0,12,21,1,0,0,3092.0,0.0,1,1,0,0
378,0,12,11,2,0,0,1638.5,0.0,1,0,0,0
163,0,6,52,3,0,1,1218.3333333333333,0.0,1,0,0,1
919,0,12,38,1,0,0,954.5,0.0,1,1,0,0
126,0,6,57,4,0,1,947.4,1.0,1,0,0,1
1403,0,8,8,6,1,1,354.2,1.0,0,0,0,0
1251,0,12,20,6,1,0,597.8,2.0,1,0,0,0
415,0,7,43,0,0,1,772.4,3.0,1,0,0,0
1164,0,12,14,2,0,0,822.8,3.0,1,0,1,0
186,1,12,35,4,0,0,871.8,4.0,1,1,0,0
342,0,6,50,3,0,1,485.4906,4.0,1,0,0,1
245,0,12,31,0,0,0,342.0,0.0,1,0,0,0
2561,0,6,51,2,0,1,293.5,0.0,1,0,0,0
101,0,7,43,0,0,1,1049.3333333333333,0.0,1,0,0,0
433,0,6,47,2,0,1,812.25,0.0,1,0,0,0
155,0,6,17,6,1,1,736.4,0.0,1,1,0,0
202,0,6,18,0,0,1,699.0,0.0,1,0,0,0
432,0,6,53,0,0,1,690.4,0.0,1,0,0,0
811,0,12,47,2,0,0,264.6,0.0,1,0,0,0
486,0,7,20,1,0,1,406.6,1.0,1,1,0,0
247,1,6,43,1,0,1,417.2,1.0,1,0,1,0
106,0,13,39,5,1,0,485.4906,1.0,1,0,0,0
509,0,13,2,4,0,0,106.0,0.0,1,0,0,0
65,0,7,6,2,0,1,307.5,0.0,1,0,0,1
97,0,13,10,5,1,0,226.66666666666666,0.0,1,0,1,0
356,0,13,17,2,0,0,194.25,0.0,1,0,1,0
484,0,7,53,5,1,1,226.6,0.0,1,0,0,0
116,0,11,52,5,1,1,302.2,0.0,1,1,0,0
434,0,13,12,5,1,0,223.6,0.0,1,0,0,0
402,0,13,14,4,0,0,485.4906,0.0,1,1,0,0
350,0,7,57,2,0,1,402.0,0.0,1,1,0,0
399,0,7,4,2,0,1,376.0,0.0,1,0,1,0
69,0,13,2,5,1,0,383.6666666666667,0.0,1,0,0,0
343,0,7,2,1,0,1,305.0,0.0,1,0,0,0
401,0,6,59,2,0,1,312.6,0.0,1,1,0,0
939,0,8,11,3,0,1,312.4,0.0,1,0,1,0
1368,0,7,58,5,1,1,430.2,1.0,1,0,0,0
513,0,6,42,1,0,1,624.0,2.0,1,1,0,0
511,0,7,52,4,0,1,712.8,2.0,1,0,0,0
464,1,12,39,1,0,0,746.4,2.0,1,1,0,0
523,0,7,15,0,0,1,485.4906,2.0,1,0,1,0
295,0,6,47,2,0,1,523.0,0.0,1,1,0,0
440,0,13,5,0,0,0,409.0,0.0,1,1,0,0
534,0,6,48,0,0,1,419.3333333333333,0.0,1,0,0,0
338,0,7,15,2,0,1,448.0,0.0,1,0,0,0
185,0,6,36,3,0,1,426.0,0.0,1,1,0,0
936,0,7,54,5,1,1,358.4,0.0,1,0,1,0
282,1,13,17,0,0,0,486.6,1.0,1,1,0,0
112,1,6,27,2,0,1,455.0,1.0,1,0,0,0
123,0,13,35,5,1,0,485.4906,1.0,1,1,0,0
1434,0,12,29,6,1,0,123.0,0.0,1,0,0,0
115,0,7,3,1,0,1,778.5,1.0,1,0,0,0
354,0,6,23,4,0,1,557.3333333333334,1.0,1,0,0,0
166,0,6,59,6,1,1,506.5,1.0,1,0,0,1
394,0,6,28,4,0,1,438.4,1.0,1,0,1,0
1184,0,7,5,4,0,1,492.6,1.0,1,0,0,1
448,0,13,5,5,1,0,442.6,2.0,1,0,0,0
2221,0,7,26,4,0,1,509.2,2.0,1,0,0,0
326,0,6,11,4,0,1,882.6,2.0,1,1,0,0
368,1,7,40,3,0,1,914.6,2.0,1,1,0,0
1263,0,12,17,6,1,0,485.4906,2.0,1,0,0,0
492,0,6,24,1,0,1,1263.0,1.0,1,0,0,0
367,0,13,17,0,0,0,877.5,1.0,1,0,0,0
327,0,7,38,0,0,1,707.3333333333334,1.0,1,0,1,0
947,0,13,9,0,0,0,612.25,1.0,1,1,0,0
1074,0,12,51,2,0,0,679.2,2.0,1,0,0,1
364,0,6,57,3,0,1,641.4,3.0,1,1,0,0
357,0,12,18,3,0,0,615.8,3.0,1,0,0,0
357,0,7,6,3,0,1,613.8,3.0,1,0,0,0
3381,0,13,32,3,0,0,619.8,3.0,1,1,0,0
426,1,12,32,0,0,0,1106.6,3.0,1,0,0,0
490,0,6,34,5,1,1,485.4906,3.0,1,1,0,0
1231,0,6,58,0,0,1,490.0,0.0,1,0,0,0
96,0,6,57,3,0,1,860.5,1.0,1,1,0,0
